qid,Len,Den,P7,P13
,b1520,putative inner membrane protein%2C bestrophin family,"""915""",Q8
,b1521,altronate oxidoreductase%2C NAD-dependent,"""1452""",Q8
,b1522,putative membrane-bound diguanylate cyclase,"""948""",Q8
,b1523,hypothetical protein,"""360""",Q8
,b1524,glutaminase 2,"""927""",Q8
,b1525,succinate semialdehyde dehydrogenase%2C NAD%28P%29%2B-dependent,"""1389""",Q8
,b1526,putative DNA-binding transcriptional regulator,"""882""",Q8
,b1527,hypothetical protein,"""1116""",Q8
,b1528,arabinose efflux transporter%2C arabinose-inducible,"""1191""",Q8
,b1529,inner membrane protein%2C UPF0056 family,"""666""",Q8
,b1530,DNA-binding transcriptional repressor of multiple antibiotic resistance,"""435""",Q8
,b1531,DNA-binding transcriptional dual activator of multiple antibiotic resistance,"""384""",Q8
,b1532,hypothetical protein,"""219""",Q8
,b1533,cysteine and O-acetyl-L-serine efflux system,"""900""",Q8
,b1534,putative transporter,"""1188""",Q8
,b4698,sRNA antisense regulator down regulates YgdQ and EptB%2C PhoPQ-regulated%2C Hfq-dependent%3B affects sensitivity to antimicrobial peptides,"""98""",Q8
,b1535,diguanylate cyclase%2C required for pgaD induction,"""891""",Q8
,b1537,hypothetical protein,"""519""",Q8
,b1538,dipeptidyl carboxypeptidase II,"""2046""",Q8
,b1539,malonic semialdehyde reductase%2C NADPH-dependent%3B L-allo-threonine dehydrogenase%2C NAD%28P%29-dependent%3B also oxidizes L-serine%2C D-serine%2C D-threonine and 3-hydroxyisobutyrate,"""747""",Q8
,b1540,putative DNA-binding transcriptional regulator,"""687""",Q8
,b1541,selenoprotein%2C function unknown,"""204""",Q8
,b1542,putative D-mannonate oxidoreductase%2C NAD-dependent,"""1461""",Q8
,b4600,pseudo,"""1284""",Q8
,b1545,Qin prophage%3B predicted site-specific recombinase,"""591""",Q8
,b1546,Qin prophage%3B predicted tail fiber assembly protein,"""576""",Q8
,b1547,Qin prophage%3B predicted side tail fiber assembly protein,"""963""",Q8
,b1548,pseudo,"""528""",Q8
,b1549,Qin prophage%3B putative protein,"""411""",Q8
,b4533,hypothetical protein%2C Qin prophage,"""234""",Q8
,b1550,Qin prophage%3B multicopy suppressor of secG%28Cs%29 and fabA6%28Ts%29,"""174""",Q8
,b1551,Qin prophage%3B cold shock-induced protein,"""156""",Q8
,b1552,Qin prophage%3B cold shock protein,"""213""",Q8
,b1553,Rz-like protein%2C Qin prophage,"""498""",Q8
,b4689,putative Rz1-like lipoprotein%2C Qin prophage,"""255""",Q8
,b1554,Qin prophage%3B predicted lysozyme,"""534""",Q8
,b1555,Qin prophage%3B putative protein,"""312""",Q8
,b1557,Qin prophage%3B cold shock protein,"""216""",Q8
,b1558,Qin prophage%3B cold shock protein,"""213""",Q8
,b1559,Qin prophage%3B predicted antitermination protein Q,"""753""",Q8
,b1560,Qin prophage%3B putative protein,"""1050""",Q8
,b1561,Qin prophage%3B putative protein,"""252""",Q8
,b1563,Qin prophage%3B toxin of the RelE-RelB toxin-antitoxin system,"""288""",Q8
,b1564,Qin prophage%3B bifunctional antitoxin of the RelE-RelB toxin-antitoxin system%2F transcriptional repressor,"""240""",Q8
,b1565,Qin prophage%3B putative protein,"""306""",Q8
,b1566,Qin prophage%3B putative protein,"""333""",Q8
,b1567,pseudo,"""183""",Q8
,b1568,pseudo,"""279""",Q8
,b1569,Qin prophage%3B DNA-binding transcriptional regulator for DicB,"""231""",Q8
,b1570,Qin prophage%3B predicted regulator for DicB,"""408""",Q8
,b1571,Qin prophage%3B putative protein,"""156""",Q8
,b1572,Qin prophage%3B putative protein,"""129""",Q8
,b1573,conserved protein%2C Qin prophage,"""219""",Q8
,b1574,sRNA antisense regulator%2C inhibits ftsZ%2C Hfq-dependent%3B Qin prophage,"""53""",Q8
,b1575,Qin prophage%3B cell division inhibition protein,"""189""",Q8
,b1578,pseudo,"""693""",Q8
,b1577,pseudo,"""765""",Q8
,b1579,pseudo,"""1158""",Q8
,b4600,pseudo,"""84""",Q8
,b1580,putative oxidoreductase%2C Zn-dependent and NAD%28P%29-binding,"""1020""",Q8
,b1581,bifunctional D-altronate%2FD-mannonate dehydratase,"""1215""",Q8
,b1582,inner membrane protein%2C UPF0060 family,"""327""",Q8
,b1583,hypothetical protein,"""342""",Q8
,b1584,spermidine N1-acetyltransferase,"""561""",Q8
,b1585,lipoprotein%2C UPF0257 family,"""711""",Q8
,b1586,hypothetical protein,"""306""",Q8
,b1587,putative selenate reductase%2C periplasmic,"""2427""",Q8
,b1588,S- and N-oxide reductase%2C A subunit%2C periplasmic,"""2424""",Q8
,b1589,oxidoreductase%2C Fe-S subunit,"""618""",Q8
,b1590,oxidoreductase%2C membrane subunit,"""855""",Q8
,b1591,twin-argninine leader-binding protein for DmsA and TorA,"""615""",Q8
,b1592,H%28%2B%29%2FCl%28-%29 exchange transporter,"""1257""",Q8
,b1593,putative dethiobiotin synthetase,"""696""",Q8
,b1594,global DNA-binding transcriptional repressor%3B autorepressor%3B required for anaerobic growth on glucosamine,"""1221""",Q8
,b1595,putative DNA-binding transcriptional regulator,"""894""",Q8
,b1596,putative arabinose efflux transporter,"""1254""",Q8
,b1597,acid shock-inducible periplasmic protein,"""309""",Q8
,b4601,hypothetical protein,"""84""",Q8
,b1598,putative peptidase,"""822""",Q8
,b1600,multidrug efflux system transporter,"""366""",Q8
,b1601,pheromone AI-2 transporter,"""1035""",Q8
,b1602,pyridine nucleotide transhydrogenase%2C beta subunit,"""1389""",Q8
,b1603,pyridine nucleotide transhydrogenase%2C alpha subunit,"""1533""",Q8
,b1604,hypothetical protein,"""945""",Q8
,b1605,putative arginine%2Fornithine antiporter transporter,"""1383""",Q8
,b1606,dihydromonapterin reductase%2C NADPH-dependent%3B dihydrofolate reductase isozyme,"""723""",Q8
,b1607,inner membrane protein%2C GlpM family,"""336""",Q8
,b1608,multicopy supressor of yjeE%2C yeaZ or ygjD deletion lethality%2C predicted response regulator of two-component regulatory system with sensor protein RstB,"""720""",Q8
,b1609,sensory histidine kinase in two-component regulatory system with RstA,"""1302""",Q8
,b1610,inhibitor of replication at Ter%2C DNA-binding protein,"""930""",Q8
,b1611,fumarate hydratase %28fumarase C%29%2Caerobic Class II,"""1404""",Q8
,b1612,fumarate hydratase %28fumarase A%29%2C aerobic Class I,"""1647""",Q8
,b1613,mannose-6-phosphate isomerase,"""1176""",Q8
,b1614,conserved protein%2C DUF945 family,"""1509""",Q8
,b1616,glucuronide transporter,"""1374""",Q8
,b1617,beta-D-glucuronidase,"""1812""",Q8
,b1618,DNA-binding transcriptional repressor,"""591""",Q8
,b1619,7-alpha-hydroxysteroid dehydrogenase%2C NAD-dependent,"""768""",Q8
,b1620,transcriptional repressor of Mal regulon,"""1029""",Q8
,b1621,fused maltose and glucose-specific PTS enzymes: IIB component%2C IIC component,"""1593""",Q8
,b1622,bifunctional beta-cystathionase%2C PLP-dependent%2F regulator of maltose regulon,"""1173""",Q8
,b1623,adenosine deaminase,"""1002""",Q8
,b1624,putative oxidoreductase,"""1041""",Q8
,b4409,beta-lactam resistance membrane protein%3B divisome-associated protein,"""126""",Q8
,b1625,oriC-binding complex H-NS%2FCnu%3B binds 26 bp cnb site%3B also forms a complex with StpA,"""216""",Q8
,b1626,inner membrane protein%2C DUF2569 family,"""441""",Q8
,b1627,electron transport complex protein required for the reduction of SoxR,"""582""",Q8
,b1628,electron transport complex protein%2C iron-sulfur protein%2C required for the reduction of SoxR,"""579""",Q8
,b1629,electron transport complex protein required for the reduction of SoxR%3B predicted membrane-associated NADH oxidoreductase,"""2223""",Q8
,b1630,electron transport complex protein required for the reduction of SoxR%3B predicted membrane protein,"""1059""",Q8
,b1632,electron transport complex inner membrane NADH-quinone reductase required for the reduction of SoxR,"""696""",Q8
,b1633,DNA glycosylase and apyrimidinic %28AP%29 lyase %28endonuclease III%29,"""636""",Q8
,b1634,dipeptide and tripeptide permease A,"""1503""",Q8
,b1635,glutathionine S-transferase,"""606""",Q8
,b1636,pyridoxamine kinase,"""864""",Q8
,b1637,tyrosyl-tRNA synthetase,"""1275""",Q8
,b1638,pyridoxine 5%27-phosphate oxidase,"""657""",Q8
,b1639,inhibitor of c-type lysozyme%2C membrane-bound%3B predicted lipoprotein,"""330""",Q8
,b1640,anhydro-N-acetylmuramic acid kinase,"""1110""",Q8
,b1641,outer membrane lipoprotein,"""468""",Q8
,b1642,DNA-binding transcriptional activator,"""435""",Q8
,b1643,putative inner membrane protein,"""237""",Q8
,b1644,putative membrane fusion protein %28MFP%29 of YdhJK efflux pump,"""858""",Q8
,b1645,putative efflux protein %28PET%29 component of YdhJK efflux pump,"""2013""",Q8
,b1646,superoxide dismutase%2C Cu%2C Zn%2C periplasmic,"""522""",Q8
,b1647,putative oxidoreductase,"""897""",Q8
,b1648,hypothetical protein,"""240""",Q8
,b1649,transcriptional repressor for the nem operon%2C NEM-inactivated,"""600""",Q8
,b1650,N-ethylmaleimide reductase%2C FMN-linked,"""1098""",Q8
,b1651,glyoxalase I%2C Ni-dependent,"""408""",Q8
,b1652,ribonuclease T %28RNase T%29,"""648""",Q8
,b1653,putative ATP-dependent helicase,"""4617""",Q8
,b1654,glutaredoxin-4,"""348""",Q8
,b1655,putative peptidase%2C C40 clan,"""816""",Q8
,b1656,superoxide dismutase%2C Fe,"""582""",Q8
,b1657,putative transporter,"""1170""",Q8
,b1658,DNA-binding transcriptional repressor%2C hypoxanthine-binding,"""1026""",Q8
,b4602,hypothetical protein,"""90""",Q8
,b1659,putative DNA-binding transcriptional regulator,"""933""",Q8
,b1660,putative arabinose efflux transporter,"""1212""",Q8
,b1661,cyclopropane fatty acyl phospholipid synthase %28unsaturated-phospholipid methyltransferase%29,"""1149""",Q8
,b1663,multidrug efflux system transporter,"""1374""",Q8
,b1662,riboflavin synthase%2C alpha subunit,"""642""",Q8
,b1664,hypothetical protein,"""1257""",Q8
,b1665,tRNA-Val,"""77""",Q8
,b1666,tRNA-Val,"""77""",Q8
,b1667,putative monooxygenase,"""306""",Q8
,b1668,conserved protein with FAD%2FNAD%28P%29-binding domain,"""1605""",Q8
,b1669,hypothetical protein,"""813""",Q8
,b1670,putative cytochrome,"""786""",Q8
,b1671,putative 4Fe-4S ferridoxin-type protein,"""669""",Q8
,b1672,hypothetical protein,"""648""",Q8
,b1673,putative oxidoreductase,"""2103""",Q8
,b1674,putative 4Fe-4S ferridoxin-type protein,"""627""",Q8
,b1675,hypothetical protein,"""210""",Q8
,b1676,pyruvate kinase I,"""1413""",Q8
,b1677,murein lipoprotein,"""237""",Q8
,b1678,murein L%2CD-transpeptidase,"""1005""",Q8
,b1679,sulfur acceptor protein,"""417""",Q8
,b1680,cysteine desulfurase%2C stimulated by SufE%3B selenocysteine lyase%2C PLP-dependent,"""1221""",Q8
,b1681,component of SufBCD Fe-S cluster assembly scaffold,"""1272""",Q8
,b1682,SufBCD Fe-S cluster assembly scaffold protein%2C ATP-binding protein,"""747""",Q8
,b1683,component of SufBCD Fe-S cluster assembly scaffold,"""1488""",Q8
,b1684,Fe-S cluster assembly protein,"""369""",Q8
,b4430,novel sRNA%2C function unknown,"""68""",Q8
,b1685,hypothetical protein,"""189""",Q8
,b1686,acyl-CoA esterase,"""411""",Q8
,b1687,putative FAD-linked oxidoreductase,"""3057""",Q8
,b1688,inner membrane protein%2C UPF0118 family,"""1113""",Q8
,b4431,sRNA antisense activator for RpoS translation%2C Hfq-dependent,"""106""",Q8
,b1689,hypothetical protein,"""357""",Q8
,b1690,inner membrane protein%2C predicted transporter,"""1215""",Q8
,b1691,inner membrane protein%2C predicted MFS superfamily transporter,"""1266""",Q8
,b1692,quinate%2Fshikimate 5-dehydrogenase%2C NAD%28P%29-binding,"""867""",Q8
,b1693,3-dehydroquinate dehydratase,"""759""",Q8
,b1694,fused predicted acetyl-CoA:acetoacetyl-CoA transferase: alpha subunit%2Fbeta subunit,"""1596""",Q8
,b1695,putative acyl-CoA dehydrogenase,"""1152""",Q8
,b1696,putative DNA-binding transcriptional regulator,"""912""",Q8
,b1697,putative electron transfer flavoprotein subunit,"""765""",Q8
,b1698,putative electron transfer flavoprotein%2C FAD-binding subunit,"""939""",Q8
,b1699,putative oxidoreductase with FAD%2FNAD%28P%29-binding domain,"""1290""",Q8
,b1701,short chain acyl-CoA synthetase%2C anaerobic,"""1647""",Q8
,b1702,phosphoenolpyruvate synthase,"""2379""",Q8
,b1703,bifunctional regulatory protein: PEP synthase kinase and PEP synthase pyrophosphorylase,"""834""",Q8
,b1704,3-deoxy-D-arabino-heptulosonate-7-phosphate synthase%2C tryptophan repressible,"""1047""",Q8
,b1705,hemin uptake protein HemP homolog,"""192""",Q8
,b1706,conserved protein%2C UPF0061 family,"""1437""",Q8
,b1707,anti-FlhD4C2 factor%2C inactive EAL family phosphodiesterase,"""714""",Q8
,b1708,putative peptidase%2C C40 clan%2C lipoprotein,"""465""",Q8
,b1709,vitamin B12 transporter subunit : ATP-binding component of ABC superfamily,"""750""",Q8
,b1710,glutathione peroxidase,"""552""",Q8
,b1711,vitamin B12 transporter subunit: membrane component of ABC superfamily,"""981""",Q8
,b1712,integration host factor %28IHF%29%2C DNA-binding protein%2C alpha subunit,"""300""",Q8
,b1713,phenylalanine tRNA synthetase%2C beta subunit,"""2388""",Q8
,b1715,phenylalanyl-tRNA synthetase operon leader peptide,"""45""",Q8
,b1717,50S ribosomal subunit protein L35,"""198""",Q8
,b1718,protein chain initiation factor IF-3,"""543""",Q8
,b1719,threonyl-tRNA synthetase,"""1929""",Q8
,b4494,pseudo,"""1900""",Q8
,b4535,hypothetical protein,"""108""",Q8
,b1722,putative outer membrane protein%2C acid-inducible,"""759""",Q8
,b1723,6-phosphofructokinase II,"""930""",Q8
,b1724,hypothetical protein,"""291""",Q8
,b1725,putative phosphotransferase%2Fkinase,"""861""",Q8
,b1726,putative inner membrane protein,"""537""",Q8
,b1727,2-deoxyglucose-6-P phosphatase,"""669""",Q8
,b1728,inner membrane protein regulated by LexA,"""591""",Q8
,b1729,putative transporter,"""1392""",Q8
,b1730,hypothetical protein,"""804""",Q8
,b1731,cell division modulator,"""243""",Q8
,b1732,catalase HPII%2C heme d-containing,"""2262""",Q8
,b1733,chito-oligosaccharide deacetylase,"""750""",Q8
,b1734,phospho-chitobiase%3B general 6-phospho-beta-glucosidase activity,"""1353""",Q8
,b1735,repressor of chb operon for N%2CN%27-diacetylchitobiose utilization,"""843""",Q8
,b1736,N%2CN%27-diacetylchitobiose-specific enzyme IIA component of PTS,"""351""",Q8
,b1737,N%2CN%27-diacetylchitobiose-specific enzyme IIC component of PTS,"""1359""",Q8
,b1738,N%2CN%27-diacetylchitobiose-specific enzyme IIB component of PTS,"""321""",Q8
,b1739,DNA-binding transcriptional activator,"""339""",Q8
,b1740,NAD synthetase%2C NH3%2Fglutamine-dependent,"""828""",Q8
,b1741,endonuclease of nucleotide excision repair,"""888""",Q8
,b1742,hypothetical protein,"""576""",Q8
,b1743,periplasmic ATP-independent protein refolding chaperone%2C stress-induced,"""486""",Q8
,b1744,succinylglutamate desuccinylase,"""969""",Q8
,b1746,succinylglutamic semialdehyde dehydrogenase,"""1479""",Q8
,b1747,arginine succinyltransferase,"""1035""",Q8
,b1748,succinylornithine transaminase%2C PLP-dependent,"""1221""",Q8
,b1749,exonuclease III,"""807""",Q8
,b1750,inner membrane protein%2C TVP38%2FTMEM64 family,"""711""",Q8
,b1753,hypothetical protein,"""549""",Q8
,b1752,Inner membrane protein%2C TVP38%2FTMEM64 family,"""708""",Q8
,b1756,putative transporter subunit: ATP-binding component of ABC superfamily,"""654""",Q8
,b1755,putative inner membrane ABC transporter permease%2C function unknown,"""1536""",Q8
,b1757,IscS specificity factor for molybdenum cofactor biosynthesis%3B probable alternate MoaD transpersulfidase%3B weak thiosulfate:cyanide sulfurtransferase%3B rhodanese-like protein,"""1308""",Q8
,b1758,inner membrane protein%2C phosphatidylglycerophosphate synthase homolog,"""621""",Q8
,b1759,CTP pyrophosphohydrolase%3B also hydrolyzes 2-hydroxy-dATP%2C 8-hydroxy-dGTP%2C 5-hydroxy-CTP%2C dCTP and 5-methyl-dCTP,"""408""",Q8
,b1760,conserved protein%2C DUF1496 family,"""273""",Q8
,b1761,glutamate dehydrogenase%2C NADP-specific,"""1344""",Q8
,b1762,inner membrane protein,"""1041""",Q8
,b1763,DNA topoisomerase III,"""1962""",Q8
,b1764,selenophosphate synthase,"""1044""",Q8
,b1765,putative oxidoreductase,"""552""",Q8
,b1766,protease IV %28signal peptide peptidase%29,"""1857""",Q8
,b1767,cytoplasmic L-asparaginase I,"""1017""",Q8
,b1768,nicotinamidase%2Fpyrazinamidase,"""642""",Q8
,b1769,putative transporter,"""1359""",Q8
,b1770,putative DNA-binding transcriptional regulator,"""759""",Q8
,b1771,alpha-Keto reductase%2C NADH-dependent%3B can use methylglyoxal as substrate,"""981""",Q8
,b1772,putative kinase,"""948""",Q8
,b1775,putative transporter,"""1380""",Q8
,b1777,hypothetical protein,"""273""",Q8
,b1778,methionine sulfoxide reductase B,"""414""",Q8
,b1779,glyceraldehyde-3-phosphate dehydrogenase A,"""996""",Q8
,b1780,hypothetical protein,"""885""",Q8
,b1781,aldo-keto reductase%2C methylglyoxal to acetol%2C NADPH-dependent,"""855""",Q8
,b1782,scaffolding protein for murein synthesizing machinery,"""747""",Q8
,b1783,protein kinase%2C function unknown%3B autokinase,"""1935""",Q8
,b1784,UPF0229 family protein,"""1284""",Q8
,b1785,putative membrane-anchored diguanylate cyclase,"""1476""",Q8
,b1786,putative diguanylate cyclase,"""1491""",Q8
,b1788,hypothetical protein,"""105""",Q8
,b1789,putative inner membrane protein%2C UPF0756 family,"""447""",Q8
,b1790,putative DNA-binding transcriptional regulator,"""822""",Q8
,b1791,putative transporter,"""1182""",Q8
,b1792,hypothetical protein,"""348""",Q8
,b1794,diguanylate cyclase,"""1026""",Q8
,b1793,conserved outer membrane lipoprotein,"""255""",Q8
,b4675,expressed protein%2C membrane-associated,"""75""",Q8
,b4676,expressed protein%2C membrane-associated,"""99""",Q8
,b1795,conserved protein%2C UPF0410 family,"""249""",Q8
,b1798,neutral amino-acid efflux system,"""639""",Q8
,b1799,DNA-binding transcriptional activator for dmlA,"""924""",Q8
,b1800,D-malate oxidase%2C NAD-dependent%3B probable tartrate dehydrogenase,"""1086""",Q8
,b1801,putative transporter,"""1446""",Q8
,b1803,putative oxidoreductase,"""966""",Q8
,b1804,ribonuclease D,"""1128""",Q8
,b1805,acyl-CoA synthetase %28long-chain-fatty-acid--CoA ligase%29,"""1686""",Q8
,b1806,lipoprotein%2C RpoE-regulated%2C fucntion unknown,"""582""",Q8
,b1807,tRNA%28ANN%29 t%286%29A37 threonylcarbamoyladenosine modification protein%3B binding partner and protease for TsaD,"""696""",Q8
,b1808,conserved protein with nucleoside triphosphate hydrolase domain,"""1911""",Q8
,b1809,putative reactive intermediate deaminase,"""345""",Q8
,b1810,conserved protein%2C DUF1889 family,"""300""",Q8
,b1812,aminodeoxychorismate synthase%2C subunit I,"""1362""",Q8
,b1811,hypothetical protein,"""180""",Q8
,b1813,putative NUDIX hydrolase,"""579""",Q8
,b1814,L-serine deaminase I,"""1365""",Q8
,b1815,putative membrane-anchored cyclic-di-GMP phosphodiesterase%2C regulator of cellulose production,"""1599""",Q8
,b1816,fused predicted membrane protein%2Fconserved protein,"""1557""",Q8
,b1817,fused mannose-specific PTS enzymes: IIA component%2FIIB component,"""972""",Q8
,b1818,mannose-specific enzyme IIC component of PTS,"""801""",Q8
,b1819,mannose-specific enzyme IID component of PTS,"""852""",Q8
,b1820,inner membrane protein%2C UPF0266 family,"""459""",Q8
,b1821,putative Mn%282%2B%29 efflux pump%2C mntR-regulated,"""567""",Q8
,b1822,23S rRNA m%281%29G745 methyltransferase%2C SAM-dependent,"""810""",Q8
,b1823,stress protein%2C member of the CspA-family,"""210""",Q8
,b1824,hypothetical protein,"""144""",Q8
